CustomerID,R,F,M,Cluster
14714.0,23,1,229,lost customer
14715.0,94,4,521,lost customer
14716.0,147,2,604,lost customer
14719.0,178,5,1032,new customer
14720.0,88,3,219,lost customer
14722.0,146,1,120,lost customer
14723.0,370,6,695,new customer
14725.0,23,1,593,lost customer
14727.0,273,1,62,new customer
14729.0,372,1,197,new customer
14730.0,106,8,1132,lost customer
14731.0,205,3,256,new customer
14732.0,87,8,1405,lost customer
14733.0,110,12,3764,loyal customer
14735.0,81,32,2264,loyal customer
14737.0,128,3,345,lost customer
14738.0,133,7,601,lost customer
14739.0,93,7,3820,lost customer
14740.0,196,3,735,new customer
14741.0,112,6,841,lost customer
14744.0,297,7,627,new customer
14745.0,112,5,1038,lost customer
14747.0,248,1,84,new customer
14748.0,122,5,1223,lost customer
14752.0,43,1,260,lost customer
14753.0,86,1,211,lost customer
14754.0,294,2,486,new customer
14755.0,73,11,2219,lost customer
14756.0,14,1,416,lost customer
14757.0,74,1,160,lost customer
14758.0,144,4,419,lost customer
14759.0,112,3,569,lost customer
14760.0,296,1,40,new customer
14761.0,58,2,118,lost customer
14762.0,263,1,341,new customer
14764.0,46,1,190,lost customer
14765.0,111,3,135,lost customer
14766.0,80,6,1349,lost customer
14768.0,126,2,52,lost customer
14769.0,81,8,7436,lost customer
14770.0,231,2,490,new customer
14772.0,111,1,82,lost customer
14775.0,137,3,1174,lost customer
14776.0,104,11,3134,lost customer
14778.0,126,2,306,lost customer
14779.0,279,3,84,new customer
14780.0,78,2,310,lost customer
14782.0,319,1,114,new customer
14784.0,25,2,237,lost customer
14785.0,9,2,84,lost customer
14788.0,6,2,421,lost customer
14789.0,28,1,116,lost customer
14790.0,119,4,699,lost customer
14792.0,63,1,2,lost customer
14793.0,20,1,91,lost customer
14794.0,203,7,673,new customer
14795.0,165,1,17,lost customer
14796.0,94,17,6025,loyal customer
14798.0,143,3,150,lost customer
14799.0,50,1,146,lost customer
14800.0,74,12,3655,loyal customer
14801.0,60,1,175,lost customer
14803.0,161,3,370,lost customer
14804.0,8,1,121,lost customer
14805.0,14,4,115,lost customer
14806.0,74,1,330,lost customer
14808.0,74,8,2147,lost customer
14810.0,103,11,1016,lost customer
14813.0,369,2,67,new customer
14815.0,36,2,744,lost customer
14816.0,196,1,5,new customer
14817.0,199,2,655,new customer
14818.0,73,3,324,lost customer
14819.0,191,2,109,new customer
14820.0,74,4,253,lost customer
14821.0,366,1,20,new customer
14823.0,179,3,88,new customer
14824.0,90,4,525,lost customer
14825.0,88,12,991,lost customer
14828.0,196,3,2172,new customer
14829.0,183,4,452,new customer
14830.0,52,1,169,lost customer
14834.0,71,6,734,lost customer
14836.0,29,3,45,lost customer
14837.0,89,4,1436,lost customer
14840.0,267,1,31,new customer
14841.0,178,6,1778,new customer
14842.0,94,4,1166,lost customer
14844.0,122,4,1833,lost customer
14847.0,148,1,120,lost customer
14849.0,94,25,5694,loyal customer
14850.0,311,1,293,new customer
14851.0,255,2,325,new customer
14852.0,95,6,1747,lost customer
14853.0,210,2,82,new customer
14854.0,77,7,1832,lost customer
14855.0,118,2,267,lost customer
14856.0,35,3,714,lost customer
14857.0,147,2,464,lost customer
14859.0,79,4,671,lost customer
14860.0,18,1,232,lost customer
14861.0,51,1,117,lost customer
14862.0,148,2,772,lost customer
14863.0,28,1,132,lost customer
14865.0,6,2,108,lost customer
14866.0,80,12,6752,loyal customer
14867.0,185,3,328,new customer
14868.0,71,8,1405,lost customer
14869.0,102,2,550,lost customer
14870.0,261,1,119,new customer
14871.0,177,4,185,new customer
14873.0,209,1,168,new customer
14875.0,106,2,558,lost customer
14878.0,81,9,802,lost customer
14880.0,76,3,373,lost customer
14881.0,19,1,316,lost customer
14882.0,33,2,158,lost customer
14883.0,72,6,790,lost customer
14885.0,131,1,724,lost customer
14886.0,252,1,160,new customer
14887.0,78,1,1100,lost customer
14888.0,206,1,184,new customer
14889.0,335,1,90,new customer
14890.0,253,1,51,new customer
14891.0,147,2,505,lost customer
14893.0,8,2,799,lost customer
14894.0,84,1,265,lost customer
14895.0,90,20,4851,loyal customer
14896.0,204,2,279,new customer
14897.0,87,4,468,lost customer
14898.0,133,6,1020,lost customer
14901.0,73,9,661,lost customer
14902.0,25,1,218,lost customer
14903.0,123,5,1536,lost customer
14904.0,1,2,1985,lost customer
14905.0,156,2,287,lost customer
14907.0,98,7,1691,lost customer
14908.0,73,1,132,lost customer
14910.0,2,4,238,lost customer
14911.0,92,201,80265,potential loyal customer
14912.0,246,2,971,new customer
14913.0,182,4,1743,new customer
14915.0,90,2,112,lost customer
14916.0,93,4,1136,lost customer
14918.0,115,2,675,lost customer
14920.0,212,2,509,new customer
14921.0,200,2,953,new customer
14923.0,50,1,418,lost customer
14924.0,245,1,64,new customer
14929.0,31,1,136,lost customer
14930.0,108,3,1166,lost customer
14931.0,74,5,417,lost customer
14932.0,365,1,80,new customer
14934.0,81,2,1042,lost customer
14935.0,296,1,935,new customer
14936.0,107,8,4085,lost customer
14937.0,129,3,484,lost customer
14944.0,94,12,2815,lost customer
14946.0,13,1,22,lost customer
14947.0,71,2,179,lost customer
14948.0,70,6,673,lost customer
14950.0,18,1,136,lost customer
14951.0,78,1,311,lost customer
14952.0,71,11,3355,lost customer
14953.0,24,1,225,lost customer
14954.0,11,1,127,lost customer
14957.0,252,1,34,new customer
14958.0,146,3,129,lost customer
14959.0,109,4,494,lost customer
14960.0,170,2,221,new customer
14961.0,90,9,3708,lost customer
14962.0,270,1,44,new customer
14963.0,182,5,1176,new customer
14964.0,246,1,143,new customer
14965.0,95,2,365,lost customer
14966.0,13,1,187,lost customer
14967.0,49,1,140,lost customer
14968.0,29,1,127,lost customer
14970.0,136,4,250,lost customer
14971.0,34,3,644,lost customer
14972.0,127,1,28,lost customer
14973.0,106,3,369,lost customer
14974.0,36,1,44,lost customer
14975.0,56,1,380,lost customer
14976.0,100,7,234,lost customer
14978.0,71,5,525,lost customer
14981.0,245,1,97,new customer
14984.0,180,2,60,new customer
14985.0,197,2,260,new customer
14987.0,365,2,128,new customer
14988.0,211,1,141,new customer
14995.0,279,2,103,new customer
14997.0,87,3,1120,lost customer
14998.0,169,2,270,lost customer
15000.0,47,1,218,lost customer
15002.0,115,4,862,lost customer
15004.0,146,1,630,lost customer
15005.0,95,28,4247,loyal customer
15006.0,50,1,302,lost customer
15007.0,158,1,69,lost customer
15009.0,11,3,642,lost customer
15010.0,34,1,184,lost customer
15012.0,372,2,231,new customer
15014.0,175,2,151,new customer
15016.0,172,1,76,new customer
15017.0,33,1,63,lost customer
15018.0,252,3,189,new customer
15019.0,265,1,159,new customer
15021.0,85,9,847,lost customer
15022.0,10,4,543,lost customer
15023.0,115,11,2871,lost customer
15024.0,128,10,920,lost customer
15025.0,32,1,189,lost customer
15026.0,79,3,285,lost customer
15027.0,167,4,565,lost customer
15028.0,367,4,459,new customer
15030.0,71,2,372,lost customer
15031.0,109,4,401,lost customer
15032.0,255,3,2968,new customer
15033.0,122,10,1695,lost customer
15034.0,69,8,2422,lost customer
15035.0,89,1,245,lost customer
15036.0,71,3,327,lost customer
15038.0,187,6,217,new customer
15039.0,91,47,9209,loyal customer
15041.0,169,1,104,new customer
15042.0,198,1,30,new customer
15043.0,30,1,300,lost customer
15044.0,75,17,2795,loyal customer
15045.0,151,2,114,lost customer
15046.0,96,15,3451,loyal customer
15047.0,269,1,222,new customer
15048.0,116,4,195,lost customer
15049.0,273,1,63,new customer
15050.0,70,3,1224,lost customer
15051.0,149,3,1011,lost customer
15052.0,318,1,82,new customer
15053.0,155,3,986,lost customer
15054.0,11,2,198,lost customer
15057.0,274,2,668,new customer
15058.0,80,11,1069,lost customer
15059.0,106,9,604,lost customer
15060.0,7,4,263,lost customer
15061.0,72,48,28920,loyal customer
15062.0,70,4,763,lost customer
15063.0,212,1,56,new customer
15065.0,164,4,1383,lost customer
15066.0,52,1,317,lost customer
15067.0,77,3,954,lost customer
15068.0,255,2,364,new customer
15069.0,178,1,520,new customer
15070.0,372,1,36,new customer
15071.0,93,2,269,lost customer
15073.0,185,3,491,new customer
15074.0,104,1,455,lost customer
15075.0,76,1,447,lost customer
15076.0,172,1,571,new customer
15078.0,73,32,5105,loyal customer
15079.0,211,4,389,new customer
15081.0,85,5,190,lost customer
15083.0,255,1,38,new customer
15087.0,281,1,470,new customer
15088.0,20,2,460,lost customer
15089.0,93,6,1359,lost customer
15090.0,307,1,208,new customer
15091.0,66,1,346,lost customer
15092.0,214,2,135,new customer
15093.0,116,6,3760,lost customer
15095.0,103,4,1079,lost customer
15096.0,42,1,120,lost customer
15097.0,3,1,170,lost customer
15098.0,181,3,121,new customer
15099.0,83,1,343,lost customer
15100.0,366,3,80,new customer
15101.0,358,2,241,new customer
15103.0,85,2,329,lost customer
15104.0,195,2,637,new customer
15105.0,86,7,1211,lost customer
15106.0,140,5,1181,lost customer
15107.0,310,6,169,new customer
15108.0,141,4,499,lost customer
15109.0,245,1,131,new customer
15110.0,126,4,246,lost customer
15111.0,372,3,710,new customer
15113.0,9,3,2386,lost customer
15114.0,92,10,3096,lost customer
15115.0,17,1,157,lost customer
15116.0,134,4,648,lost customer
15117.0,120,5,1948,lost customer
15118.0,133,1,1440,lost customer
15119.0,245,1,88,new customer
15120.0,133,1,296,lost customer
15121.0,287,2,199,new customer
15122.0,113,3,800,lost customer
15123.0,205,2,1195,new customer
15124.0,191,2,233,new customer
15125.0,112,15,6193,loyal customer
15127.0,65,1,251,lost customer
15128.0,126,4,1343,lost customer
15129.0,125,11,1794,lost customer
15130.0,169,1,197,new customer
15132.0,105,5,679,lost customer
15133.0,127,3,680,lost customer
15134.0,71,8,887,lost customer
15135.0,238,1,43,new customer
15136.0,95,4,776,lost customer
15139.0,239,2,208,new customer
15140.0,78,7,1572,lost customer
15142.0,45,1,365,lost customer
15143.0,225,1,150,new customer
15144.0,91,17,3050,loyal customer
15145.0,247,4,756,new customer
15146.0,164,2,1473,lost customer
15147.0,239,1,366,new customer
15148.0,10,1,187,lost customer
15149.0,133,1,128,lost customer
15150.0,73,10,3658,lost customer
15152.0,84,13,2704,loyal customer
15153.0,30,1,198,lost customer
15154.0,74,1,104,lost customer
15156.0,0,3,597,lost customer
15157.0,153,3,2392,lost customer
15158.0,44,1,198,lost customer
15159.0,89,30,11441,loyal customer
15160.0,356,1,84,new customer
15163.0,191,2,186,new customer
15164.0,207,3,360,new customer
15165.0,372,1,160,new customer
15167.0,319,1,67,new customer
15168.0,25,1,52,lost customer
15171.0,330,1,290,new customer
15172.0,69,5,1611,lost customer
15174.0,322,1,145,new customer
15175.0,71,1,454,lost customer
15178.0,259,1,30,new customer
15179.0,233,5,1938,new customer
15180.0,366,1,36,new customer
15181.0,174,3,544,new customer
15182.0,153,2,253,lost customer
15184.0,190,2,223,new customer
15185.0,69,1,666,lost customer
15186.0,167,2,215,lost customer
15187.0,91,16,1887,loyal customer
15189.0,90,41,6149,loyal customer
15192.0,119,3,918,lost customer
15193.0,60,1,144,lost customer
15194.0,77,15,5703,loyal customer
15195.0,1,1,1404,lost customer
15197.0,252,3,469,new customer
15198.0,91,2,120,lost customer
15199.0,94,4,396,lost customer
15201.0,86,5,1210,lost customer
15203.0,78,6,1753,lost customer
15204.0,356,1,258,new customer
15205.0,84,2,378,lost customer
15206.0,99,4,162,lost customer
15208.0,162,5,316,lost customer
15210.0,224,1,228,new customer
15211.0,364,2,240,new customer
15212.0,240,1,36,new customer
15213.0,317,2,272,new customer
15214.0,74,8,1254,lost customer
15215.0,95,3,225,lost customer
15216.0,87,1,28,lost customer
15218.0,74,11,3329,lost customer
15219.0,175,1,45,new customer
15220.0,114,6,1393,lost customer
15221.0,365,1,43,new customer
15222.0,318,1,440,new customer
15223.0,248,2,213,new customer
15224.0,357,2,152,new customer
15225.0,233,1,226,new customer
15226.0,310,1,71,new customer
15227.0,215,5,750,new customer
15228.0,128,4,2255,lost customer
15230.0,238,2,351,new customer
15232.0,112,2,686,lost customer
15234.0,276,1,196,new customer
15235.0,217,12,1324,new customer
15236.0,298,1,269,new customer
15237.0,77,4,1071,lost customer
15238.0,94,3,692,lost customer
15239.0,78,2,594,lost customer
15240.0,83,5,1369,lost customer
15241.0,72,8,1818,lost customer
15243.0,73,1,185,lost customer
15244.0,247,2,405,new customer
15245.0,133,3,1784,lost customer
15246.0,237,2,247,new customer
15247.0,121,1,160,lost customer
15249.0,91,13,3577,loyal customer
15251.0,90,11,6171,loyal customer
15252.0,182,2,522,new customer
15253.0,87,5,866,lost customer
15254.0,126,1,275,lost customer
15255.0,65,1,489,lost customer
15256.0,148,1,55,lost customer
15257.0,282,1,46,new customer
15258.0,167,2,142,lost customer
15260.0,99,7,885,lost customer
15261.0,134,1,270,lost customer
15262.0,323,1,73,new customer
15263.0,106,1,89,lost customer
15264.0,63,1,265,lost customer
15265.0,150,2,612,lost customer
15266.0,337,1,18,new customer
15267.0,155,5,944,lost customer
15269.0,23,1,26,lost customer
15270.0,117,7,1521,lost customer
15271.0,94,15,1262,loyal customer
15272.0,85,2,310,lost customer
15274.0,3,2,619,lost customer
15275.0,37,1,498,lost customer
15276.0,65,1,64,lost customer
15277.0,46,1,205,lost customer
15279.0,354,1,189,new customer
15280.0,171,1,154,new customer
15281.0,136,9,1211,lost customer
15286.0,49,1,55,lost customer
15287.0,69,2,433,lost customer
15288.0,155,5,775,lost customer
15289.0,137,3,1008,lost customer
15290.0,78,18,4501,loyal customer
15291.0,94,15,2103,loyal customer
15292.0,200,1,56,new customer
15296.0,108,6,1766,lost customer
15297.0,9,3,292,lost customer
15298.0,92,12,3116,lost customer
15299.0,163,7,2948,lost customer
15300.0,63,1,292,lost customer
15301.0,72,12,2775,lost customer
15303.0,289,1,248,new customer
15304.0,85,8,104,lost customer
15306.0,91,3,810,lost customer
15307.0,95,1,37,lost customer
15308.0,273,1,175,new customer
15311.0,93,91,38194,potential loyal customer
15312.0,74,4,516,lost customer
15313.0,109,1,25,lost customer
15314.0,198,1,313,new customer
15315.0,115,2,862,lost customer
15316.0,326,1,100,new customer
15318.0,3,1,642,lost customer
15319.0,282,1,175,new customer
15320.0,43,1,326,lost customer
15321.0,70,3,1181,lost customer
15322.0,85,1,416,lost customer
15325.0,103,1,232,lost customer
15326.0,333,1,386,new customer
15327.0,52,1,116,lost customer
15329.0,133,3,486,lost customer
15330.0,31,2,1312,lost customer
15332.0,365,4,652,new customer
15333.0,207,1,344,new customer
15334.0,156,3,274,lost customer
15335.0,52,1,80,lost customer
15339.0,65,2,416,lost customer
15341.0,80,1,812,lost customer
15342.0,129,1,283,lost customer
15343.0,86,1,84,lost customer
15344.0,73,3,116,lost customer
15345.0,45,1,81,lost customer
15346.0,332,1,144,new customer
15347.0,365,1,130,new customer
15348.0,71,1,84,lost customer
15349.0,157,2,327,lost customer
15350.0,372,1,51,new customer
15351.0,78,7,753,lost customer
15353.0,254,2,343,new customer
15355.0,28,2,45,lost customer
15356.0,70,10,1673,lost customer
15358.0,74,22,7050,loyal customer
15360.0,39,1,223,lost customer
15361.0,361,1,336,new customer
15363.0,371,1,144,new customer
15364.0,95,2,493,lost customer
15365.0,95,7,1084,lost customer
15366.0,74,2,621,lost customer
15367.0,245,4,1057,new customer
15368.0,20,1,230,lost customer
15370.0,70,7,830,lost customer
15372.0,136,1,2924,lost customer
15373.0,115,12,500,lost customer
15374.0,128,1,126,lost customer
15376.0,116,3,619,lost customer
15379.0,185,7,2305,new customer
15380.0,85,5,376,lost customer
15381.0,213,2,171,new customer
15382.0,84,6,4012,lost customer
15384.0,169,2,596,lost customer
15385.0,39,1,161,lost customer
15386.0,185,1,446,new customer
15388.0,269,1,88,new customer
15389.0,171,1,400,new customer
15392.0,88,4,1277,lost customer
15393.0,280,2,150,new customer
15394.0,77,4,910,lost customer
15395.0,324,1,17,new customer
15396.0,112,1,122,lost customer
15397.0,289,1,20,new customer
15398.0,77,2,769,lost customer
15399.0,78,3,611,lost customer
15400.0,91,5,390,lost customer
15402.0,147,2,694,lost customer
15405.0,188,1,193,new customer
15406.0,300,2,254,new customer
15407.0,183,4,558,new customer
15408.0,263,1,106,new customer
15410.0,83,8,1200,lost customer
15411.0,69,4,530,lost customer
15412.0,170,1,108,new customer
15414.0,241,3,443,new customer
15415.0,312,1,575,new customer
15416.0,154,4,2090,lost customer
15417.0,84,1,284,lost customer
15419.0,24,1,230,lost customer
15421.0,214,4,500,new customer
15422.0,322,2,38,new customer
15423.0,37,1,101,lost customer
15424.0,253,2,554,new customer
15426.0,256,5,674,new customer
15427.0,32,3,1013,lost customer
15428.0,14,1,102,lost customer
15429.0,74,2,380,lost customer
15432.0,22,1,65,lost customer
15433.0,213,2,534,new customer
15434.0,106,5,647,lost customer
15435.0,21,1,54,lost customer
15436.0,233,3,613,new customer
15437.0,261,1,79,new customer
15438.0,130,1,59,lost customer
15440.0,135,3,197,lost customer
15442.0,247,1,120,new customer
15443.0,73,7,1663,lost customer
15444.0,8,2,764,lost customer
15445.0,263,1,58,new customer
15447.0,330,1,85,new customer
15448.0,312,1,232,new customer
15449.0,184,3,812,new customer
15450.0,29,1,376,lost customer
15452.0,70,3,283,lost customer
15453.0,91,7,845,lost customer
15454.0,361,1,86,new customer
15456.0,282,3,660,new customer
15457.0,261,1,132,new customer
15458.0,24,1,156,lost customer
15460.0,353,1,109,new customer
15462.0,93,3,172,lost customer
15463.0,28,1,106,lost customer
15464.0,337,1,350,new customer
15465.0,82,18,1257,loyal customer
15466.0,84,1,246,lost customer
15467.0,144,3,310,lost customer
15468.0,50,2,155,lost customer
15469.0,119,2,153,lost customer
15471.0,1,1,266,lost customer
15472.0,112,1,251,lost customer
15473.0,13,7,672,lost customer
15475.0,76,1,319,lost customer
15478.0,39,2,585,lost customer
15480.0,115,1,303,lost customer
15482.0,165,12,5020,loyal customer
15483.0,160,4,295,lost customer
15484.0,77,4,3152,lost customer
15485.0,372,3,1306,new customer
15488.0,92,1,73,lost customer
15489.0,210,3,608,new customer
15491.0,94,6,1646,lost customer
15492.0,73,2,483,lost customer
15493.0,149,5,560,lost customer
15494.0,120,2,1148,lost customer
15497.0,17,2,624,lost customer
15498.0,84,27,6105,loyal customer
15500.0,80,4,572,lost customer
15502.0,89,12,4236,loyal customer
15503.0,362,1,74,new customer
15504.0,80,1,33,lost customer
15505.0,83,5,2390,lost customer
15506.0,138,3,848,lost customer
15507.0,171,1,162,new customer
15508.0,188,6,440,new customer
15510.0,330,1,2,new customer
15511.0,84,5,271,lost customer
15512.0,155,2,68,lost customer
15513.0,94,19,5709,loyal customer
15514.0,225,11,2160,new customer
15516.0,44,3,27,lost customer
15517.0,232,1,293,new customer
15518.0,123,8,1273,lost customer
15520.0,1,1,314,lost customer
15521.0,94,8,1836,lost customer
15522.0,86,2,573,lost customer
15523.0,83,1,132,lost customer
15524.0,24,1,4,lost customer
15525.0,1,3,416,lost customer
15526.0,32,2,24,lost customer
15527.0,88,8,992,lost customer
15528.0,253,1,123,new customer
15529.0,87,11,3496,lost customer
15530.0,149,4,950,lost customer
15531.0,7,2,1105,lost customer
15532.0,130,4,521,lost customer
15533.0,81,3,289,lost customer
15535.0,172,4,143,lost customer
15537.0,162,1,29,lost customer
15539.0,6,1,410,lost customer
15540.0,10,1,200,lost customer
15541.0,113,1,49,lost customer
15543.0,287,1,86,new customer
15544.0,119,9,3109,lost customer
15545.0,370,2,163,new customer
15547.0,81,14,4032,loyal customer
15549.0,76,3,698,lost customer
15550.0,105,4,295,lost customer
15551.0,35,1,218,lost customer
15552.0,216,1,60,new customer
15553.0,59,1,451,lost customer
15554.0,277,1,74,new customer
15555.0,77,16,4439,loyal customer
15556.0,23,1,236,lost customer
15557.0,27,1,219,lost customer
15561.0,149,4,267,lost customer
15562.0,351,1,39,new customer
15563.0,200,4,1501,new customer
15565.0,70,2,60,lost customer
15567.0,18,1,223,lost customer
15568.0,72,3,461,lost customer
15569.0,103,5,666,lost customer
15570.0,140,12,2067,lost customer
15571.0,77,4,264,lost customer
15572.0,109,7,1229,lost customer
15573.0,85,2,363,lost customer
15574.0,177,4,349,new customer
15576.0,37,1,404,lost customer
15577.0,150,3,89,lost customer
15578.0,161,1,52,lost customer
15579.0,67,2,120,lost customer
15581.0,121,13,286,lost customer
15582.0,99,3,453,lost customer
15584.0,72,4,314,lost customer
15585.0,176,1,320,new customer
15587.0,89,4,312,lost customer
15589.0,255,3,243,new customer
15592.0,46,1,354,lost customer
15593.0,70,1,60,lost customer
15594.0,93,5,983,lost customer
15596.0,100,5,561,lost customer
15597.0,34,1,279,lost customer
15598.0,52,1,160,lost customer
15599.0,203,2,718,new customer
15601.0,88,14,4983,loyal customer
15602.0,70,9,1137,lost customer
15603.0,78,1,96,lost customer
15604.0,51,1,159,lost customer
15605.0,89,5,441,lost customer
15606.0,118,9,892,lost customer
15607.0,335,1,202,new customer
15608.0,120,4,714,lost customer
15609.0,183,1,148,new customer
15610.0,51,1,66,lost customer
15611.0,69,13,504,lost customer
15612.0,35,2,52,lost customer
15615.0,104,23,5508,loyal customer
15618.0,91,4,454,lost customer
15619.0,10,1,136,lost customer
15620.0,220,3,915,new customer
15621.0,3,4,501,lost customer
15622.0,86,9,1674,lost customer
15623.0,140,1,125,lost customer
15624.0,116,4,357,lost customer
15625.0,103,4,1188,lost customer
15626.0,74,2,766,lost customer
15628.0,97,9,1894,lost customer
15630.0,204,2,800,new customer
15632.0,121,8,2109,lost customer
15634.0,16,1,99,lost customer
15636.0,89,2,284,lost customer
15637.0,52,1,128,lost customer
15639.0,133,1,323,lost customer
15640.0,77,15,6607,loyal customer
15641.0,104,4,1562,lost customer
15643.0,191,3,246,new customer
15644.0,165,4,557,lost customer
15645.0,18,1,256,lost customer
15646.0,157,3,394,lost customer
15648.0,203,2,221,new customer
15649.0,367,2,192,new customer
15651.0,260,3,479,new customer
15652.0,90,1,208,lost customer
15653.0,92,2,1200,lost customer
15654.0,8,2,475,lost customer
15655.0,242,1,324,new customer
15656.0,177,4,343,new customer
15657.0,21,1,24,lost customer
15658.0,189,5,242,new customer
15659.0,43,1,111,lost customer
15660.0,84,9,1050,lost customer
15661.0,337,2,236,new customer
15663.0,105,1,106,lost customer
15664.0,50,1,157,lost customer
15665.0,167,2,1666,lost customer
15667.0,39,1,240,lost customer
15668.0,217,1,72,new customer
15669.0,103,4,342,lost customer
15670.0,296,1,91,new customer
15671.0,94,7,1699,lost customer
15673.0,87,4,1514,lost customer
15674.0,72,5,1275,lost customer
15675.0,80,3,527,lost customer
15676.0,283,3,2252,new customer
15677.0,48,1,319,lost customer
15678.0,52,1,184,lost customer
15679.0,153,4,1170,lost customer
15680.0,365,3,952,new customer
15681.0,182,5,816,new customer
15683.0,116,1,131,lost customer
15687.0,186,9,1310,new customer
15689.0,119,2,84,lost customer
15690.0,100,2,408,lost customer
15691.0,251,1,72,new customer
15692.0,27,1,138,lost customer
15694.0,187,14,1677,loyal customer
15695.0,266,2,212,new customer
15696.0,79,8,1028,lost customer
15699.0,17,1,113,lost customer
15700.0,171,2,357,new customer
15701.0,73,4,923,lost customer
15703.0,264,1,66,new customer
15704.0,139,4,1028,lost customer
15705.0,200,1,62,new customer
15706.0,74,4,321,lost customer
15707.0,85,4,605,lost customer
15708.0,137,7,1267,lost customer
15709.0,283,1,121,new customer
15712.0,70,5,486,lost customer
15713.0,142,2,150,lost customer
15714.0,77,2,187,lost customer
15716.0,145,4,744,lost customer
15717.0,233,1,70,new customer
15719.0,98,13,2725,loyal customer
15720.0,23,1,281,lost customer
15721.0,11,1,409,lost customer
15722.0,108,5,1026,lost customer
15723.0,364,1,87,new customer
15724.0,200,2,73,new customer
15725.0,14,1,221,lost customer
15727.0,106,7,3065,lost customer
15729.0,211,1,28,new customer
15730.0,91,3,689,lost customer
15732.0,211,2,215,new customer
15733.0,282,1,62,new customer
15734.0,114,2,346,lost customer
15737.0,78,8,599,lost customer
15738.0,96,16,2982,loyal customer
15739.0,65,1,472,lost customer
15740.0,48,1,152,lost customer
15743.0,112,4,216,lost customer
15744.0,77,1,120,lost customer
15745.0,73,4,421,lost customer
15746.0,133,1,178,lost customer
15747.0,119,3,480,lost customer
15748.0,39,1,51,lost customer
15749.0,234,3,18028,new customer
15750.0,71,8,1786,lost customer
15752.0,92,7,1978,lost customer
15753.0,303,1,144,new customer
15754.0,73,3,199,lost customer
15755.0,73,6,1427,lost customer
15756.0,152,4,242,lost customer
15757.0,217,2,491,new customer
15758.0,24,1,47,lost customer
15759.0,217,3,60,new customer
15762.0,76,2,251,lost customer
15763.0,77,2,271,lost customer
15764.0,87,6,2050,lost customer
15766.0,63,1,170,lost customer
15768.0,115,3,244,lost customer
15769.0,87,26,29672,loyal customer
15773.0,4,1,311,lost customer
15774.0,68,1,87,lost customer
15775.0,244,1,68,new customer
15776.0,132,1,138,lost customer
15777.0,240,4,378,new customer
15780.0,183,3,220,new customer
15781.0,136,3,180,lost customer
15782.0,88,3,864,lost customer
15783.0,10,1,212,lost customer
15785.0,157,5,1612,lost customer
15786.0,113,3,3364,lost customer
15787.0,25,3,540,lost customer
15789.0,357,1,438,new customer
15790.0,9,1,114,lost customer
15791.0,203,2,731,new customer
15793.0,268,3,553,new customer
15795.0,149,1,581,lost customer
15796.0,71,8,861,lost customer
15797.0,112,4,873,lost customer
15799.0,74,3,955,lost customer
15800.0,106,2,335,lost customer
15801.0,109,3,570,lost customer
15802.0,142,1,1,lost customer
15803.0,50,1,290,lost customer
15804.0,93,13,2565,loyal customer
15805.0,105,17,3387,loyal customer
15806.0,157,3,602,lost customer
15807.0,76,3,430,lost customer
15808.0,305,4,1343,new customer
15809.0,183,5,301,new customer
15810.0,78,4,861,lost customer
15811.0,105,6,1071,lost customer
15812.0,106,5,922,lost customer
15813.0,207,2,603,new customer
15814.0,35,4,1271,lost customer
15815.0,139,5,1856,lost customer
15819.0,130,4,1357,lost customer
15820.0,319,1,128,new customer
15821.0,60,2,202,lost customer
15822.0,2,2,375,lost customer
15823.0,371,1,1,new customer
15825.0,171,1,220,new customer
15826.0,210,3,963,new customer
15827.0,72,14,882,loyal customer
15829.0,98,2,996,lost customer
15830.0,37,1,415,lost customer
15831.0,123,3,1105,lost customer
15832.0,253,1,465,new customer
15834.0,69,4,965,lost customer
15835.0,136,4,439,lost customer
15836.0,49,1,26,lost customer
15837.0,64,1,189,lost customer
15838.0,77,19,18368,loyal customer
15839.0,80,3,675,lost customer
15840.0,172,2,396,new customer
15841.0,72,4,942,lost customer
15843.0,303,1,27,new customer
15844.0,45,1,134,lost customer
15845.0,86,8,1926,lost customer
15847.0,287,2,449,new customer
15850.0,167,2,302,lost customer
15852.0,186,2,48,new customer
15853.0,51,1,135,lost customer
15854.0,85,12,939,lost customer
15855.0,136,5,470,lost customer
15856.0,94,27,11005,loyal customer
15857.0,17,1,308,lost customer
15858.0,77,5,1167,lost customer
15860.0,74,8,440,lost customer
15861.0,134,8,2544,lost customer
15862.0,111,4,585,lost customer
15863.0,192,2,19,new customer
15864.0,98,6,1192,lost customer
15865.0,88,3,368,lost customer
15866.0,100,1,126,lost customer
15867.0,69,15,2054,loyal customer
15869.0,276,2,175,new customer
15870.0,32,1,335,lost customer
15872.0,14,2,212,lost customer
15874.0,177,7,2534,lost customer
15877.0,1,2,371,lost customer
15880.0,368,1,211,new customer
15881.0,361,5,260,new customer
15882.0,198,4,276,new customer
15883.0,1,2,223,lost customer
15885.0,92,3,111,lost customer
15886.0,59,1,147,lost customer
15888.0,79,1,76,lost customer
15889.0,156,2,215,lost customer
15891.0,225,1,442,new customer
15894.0,252,2,168,new customer
15895.0,149,1,94,lost customer
15897.0,193,2,261,new customer
15898.0,226,5,570,new customer
15899.0,368,1,39,new customer
15900.0,22,1,221,lost customer
15901.0,76,3,384,lost customer
